"","lad2014_code","rr_80_84_m","rr_85_89_m","rr_90p_m","rr_80_84_f","rr_85_89_f","rr_90p_f"
"1453","E07000225",1.09405316629746,1.01887300755818,1.2888237384506,1.29460817093364,1.0604342014955,1.14467975539105
"1459","E07000226",1.39244521337947,0.959183673469388,1.05882352941176,0.983796743880274,1.12215541945272,0.971972789115646
"1465","E07000227",0.980950348989607,1.19990627422,0.947157190635451,1.37728758911948,1.18719733656174,1.24156838402648
"1471","E07000228",1.12826543305862,0.885102619462581,1.22419545797008,1.31488986784141,1.37211188811189,1.20815479166799
"1477","E07000229",1.23323724777541,1.01675233200076,1.19243272530251,1.2140435034323,0.918713682833284,1.28493459913717
"1483","E07000234",1.05576698163997,0.90893351800554,1.15783106809934,1.37542285368372,0.934482977642276,1.22387830567756
"1489","E07000235",1.05674342105263,1.15356468366383,1.19033927544566,1.34629309539381,1.19438127090301,1.08369974874372
"1495","E07000236",0.932614555256065,1.37259178480553,1.64613496932515,0.836121487737535,1.24837960132078,1.37102334285433
"1501","E07000237",1.23612766274393,1.3729079497908,1.02332285115304,1.13200969612155,0.930605009873587,1.1236808780076
"1507","E07000238",1.07694102095564,1.31368127147766,1.07793371155569,1.11591483807815,0.971630636987619,0.965902518534098
"1513","E07000239",1.17084475780128,1.07673757643614,0.837837837837838,0.9745390625,1.42221338520899,1.21578268298637
"1519","E07000240",1.15286415949779,1.35119047619048,1.26003616636528,1.2275598332832,1.13833333333333,1.34306143294907
"1525","E07000241",1.01863873918014,1.32611003454377,1.17502787068004,1.12328767123288,1.45913535868893,1.24916247906198
"1531","E07000242",0.955172295559746,0.99936844764431,1.18275862068966,1.31410398187906,1.1256393505314,1.24455646572849
"1537","E07000243",1.27115044247788,0.976317799847212,0.990084713130535,1.37561508074018,0.892857142857143,1.14633413461538
"1543","E08000001",1.01189411625054,1.11823803277743,1.39813713832739,1.15455136143218,1.09752483221477,1.16995747307584
"1549","E08000002",1.07119814138732,1.09493317070692,0.854153647670692,1.06164381554619,1.26632815132117,1.20298075853631
"1555","E08000003",1.19423512994942,0.951598597668774,1.04874517778391,1.01000175749732,1.27468477073298,1.05059422305008
"1561","E08000004",0.75015037593985,1.08209523809524,1.1558206499383,1.28335759340126,1.29972117857107,1.07345924169262
"1567","E08000005",1.18835696440096,1.30973451327434,0.940825540148339,1.12804736505118,0.989363524043696,1.19656624554584
"1573","E08000006",1.25496397189628,1.11974310886841,1.26132278936017,0.903108549010188,1.088726896284,1.05250359664891
"1579","E08000007",0.986815188819197,1.08238705738706,1.18051165841732,1.05078215821741,0.960530679933665,1.23224340610491
"1585","E08000008",1.29239388703687,1.04027306716035,1.15336012595293,0.954092183968906,1.08772338534163,1.10181949632486
"1591","E08000009",1.05566814407512,1.02264059860005,1.31945954340736,1.04257205342498,1.2200186546013,1.23233656616168
"1597","E08000010",1.13830847881886,1.32654887326557,1.1769365699089,0.999480059084195,1.12778212330228,1.2012095772003
"1603","E08000011",0.942524105376777,1.15919264902223,1.21971623611297,1.12196857818978,1.13865164664636,1.04662416375316
"1609","E08000012",1.14812432189863,0.937603289903532,0.939686369119421,1.22796971432207,0.97482987165562,1.18003035466273
"1615","E08000013",1.18197446151381,1.33041317991632,1.24921135646688,1.20487804878049,1.04370522453259,1.38755509982792
"1621","E08000014",1.14760081510082,1.12051426075017,1.29006664550936,1.12228840270696,1.10963580847471,1.15446726867319
"1627","E08000015",0.923150523168774,1.07910163265102,1.20460990472079,1.05362899462238,1.08679777611816,0.995578347578348
"1633","E08000016",1.05789727126806,1.00610178523848,1.08448582774202,1.37542411439714,1.1469198383025,1.11724512977046
"1639","E08000017",1.0517469065197,1.00585486531061,1.14205940727285,1.06318086599814,1.14133245017423,1.13719420703148
"1645","E08000018",1.17145451640184,1.2161831486318,1.11381642512077,1.04775869291998,1.1521525720512,1.39916320980929
"1651","E08000019",1.13718230362271,0.944932301740812,1.09174660778375,1.04077255379782,1.24897424302725,1.29801591175322
"1657","E08000021",0.875108700378277,1.24540580743128,1.10275689223058,1.19101724967932,1.21268848695928,1.46647259789355
"1663","E08000022",1.23530052264808,0.910539996301395,1.34472934472934,1.04550613717904,1.23644986449865,1.32270057653968
"1669","E08000023",1.07185425978599,1.02932098765432,1.11961722488038,1.13400562960895,1.55525508556668,1.19451369293848
"1675","E08000024",1.12301484088127,1.06733809696393,1.05001997944971,0.950925238063078,1.21369897673981,1.12137738804405
"1681","E08000025",1.06307097456272,1.11305629756243,1.02445825951125,1.1818968102956,1.04988362498443,1.17830412769595
"1687","E08000026",0.926111295434812,1.28111718275653,1.16648514510236,1.08771266231999,0.973863362409047,1.15825188782124
"1693","E08000027",1.15570967192847,1.36456284641516,1.13685657096765,0.994279422676464,1.16110879489473,1.14001213182182
"1699","E08000028",1.03855472263868,0.951884253028264,1.56077419354839,1.09650799086758,1.31102693602694,1.15946656585163
"1705","E08000029",1.14528081123245,1.05472730217628,0.907884798855144,1.02171586372154,1.00659752364417,1.01658506731946
"1711","E08000030",1.00414563779102,1.16182282865243,1.16433954971495,1.2858372450728,1.22407306598923,1.16374708621027
"1717","E08000031",1.23161850235203,1.18115183246073,1.10801224092363,1.12489857864168,0.905505295675199,1.22160934458144
"1723","E08000032",1.0109827483081,1.1480039989367,1.21234096991673,0.998747647710564,1.17235362904917,1.23227502276679
"1729","E08000033",1.06964210526316,1.11972178103949,1.45501000824208,1.33287738153395,0.975706277348713,1.23234111021722
"1735","E08000034",0.948724605698708,1.00127031081923,1.09922091503268,0.973755505584458,1.00293922027332,1.23026405066154
"1741","E08000035",1.03608370275037,1.04186225695546,1.2992900539286,1.0970163611149,1.08813291692692,1.14245798396547
"1747","E08000036",1.30666920388194,1.00974498807052,1.30899839411054,1.12249087395319,1.1110901281522,1.24451762523191
"1753","E08000037",0.911674986134221,1.04769317494221,1.07637560423738,1.0571700549077,1.10672273340417,1.01053446624692
"1759","E09000001",0.318407960199005,0.953125,Inf,1.65957446808511,3.25423728813559,0.558139534883721
"1765","E09000002",1.0889810152483,1.04141093474427,1.15027429467085,1.51852880226463,1.28131503385053,1.34558409570725
"1771","E09000003",0.844302741943395,1.22878628891221,1.04088612670409,1.17179332047861,1.10133311792828,1.05932932622625
"1777","E09000004",1.03125,1.20985362723077,1.32559036888409,1.13605442176871,1.16201979818567,1.02730745803296
"1783","E09000005",1.21033653846154,0.997278611356281,1.28348267765585,1.08179090427723,1.44783932990672,1.3734929636631
"1789","E09000006",1.10741599073001,1.0825411768808,1.13833819096977,0.857350548748329,1.2272047832586,1.22400784717309
"1795","E09000007",0.962117932893028,1.14116832779623,1.02649312286532,0.965631107217468,0.960926911799878,1.43824390243902
"1801","E09000008",1.11567929211179,1.22375985712771,1.47510752189115,1.06085526315789,1.22507321618743,1.26118568232662
"1807","E09000009",1.18186258969067,1.43174537133347,1.5133224317045,1.11085080147965,1.14122484689414,1.07760211614173
"1813","E09000010",0.985098039215686,1.17745787593944,1.0221492428389,1.5733513372245,0.793409695591891,1.20965910834279
"1819","E09000011",0.953527510247609,1.15104895104895,1.0074321413184,0.808103225806452,0.953372479796342,1.23298571506165
"1825","E09000012",1.37758928796154,1.5590716561067,1.32244492044064,0.98274622573688,1.38918591748209,1.29501915708812
"1831","E09000013",1.05756284169465,1.18641493055556,0.919282511210762,1.06062837506136,0.924275434079356,1.21793031449824
"1837","E09000014",1.09981562062099,1.07564682677805,1.4268479184367,1.20612134739668,1.32868937048504,1.56582336009695
"1843","E09000015",1.1212293144208,1.28455317537596,1.06660398056731,1.19366336633663,1.19870378553542,1.05032186046512
"1849","E09000016",1.14076650316905,1.22216610318573,1.56198056064234,1.06630801906897,0.950069068195341,1.29532993004349
"1855","E09000017",1.16670862535225,1.04739848695384,1.08540630182421,1.27126527466882,1.13527524283566,1.46784060846561
"1861","E09000018",1.17248864375301,1.29168508287293,1.31433823529412,0.925583333333333,1.03255819922487,1.05970924195223
"1867","E09000019",0.679599761051374,1.13123009701548,1.0805173133083,1.15868347803035,1.13956264775414,1.37711900502598
"1873","E09000020",0.64398648979392,0.931693989071038,1.01635593220339,1.6767094017094,0.98899913718723,1.22888603947177
"1879","E09000021",1.24120465722332,1.09804424204955,1.29535798583792,0.98123874615191,0.975354526756396,1.23768078699954
"1885","E09000022",1.03807018629696,1.45903623294704,1.03245070422535,1.16022320646598,1.29050747817066,1.20715067800893
"1891","E09000023",0.921157231275907,1.12487230049179,1.108759553204,0.934649860756556,1.02639678030303,1.08353764701702
"1897","E09000024",1.03537414965986,0.928223844282238,0.977954771725217,1.25646551724138,1.19812873875232,1.1054935743539
"1903","E09000025",1.18829722173685,1.06968418360823,1.15927419354839,1.30457528337387,1.1470957909009,1.11206896551724
"1909","E09000026",1.17057297030111,0.978033218329795,1.1122725561551,0.926883498895701,1.48070626753976,1.05918582157487
"1915","E09000027",1.28686426465656,1.14250209226243,1.05887096774194,1.17928503466087,1.03330988718586,1.14666582135918
"1921","E09000028",1.23393602885345,0.944180716974955,1.0450752617801,1.08486895018215,0.911282278621301,1.19562945935457
"1927","E09000029",1.11579500221141,1.02419218406361,1.64985628429579,0.874549387166546,1.05130470236477,0.960676667096864
"1933","E09000030",1.15762246621622,0.856430155210643,1.26642366703399,1.17129587572674,0.893437296946069,1.31403398363751
"1939","E09000031",1.17464444011495,1.31474544974941,1.50928708497773,1.05954577234489,1.17938587872708,1.2334949059737
"1945","E09000032",0.779571418237261,0.99285343035343,1.31239261168385,0.943640064960315,1.16709260823366,1.02236453379449
"1951","E09000033",0.919102240208815,1.16788551254571,1.55599273607748,1.44303809171598,1.00314797112437,1.4745238118412
"1957","W06000001",0.610021786492375,1.08792846497765,1.24354681931094,1.1430981595092,1.05660241657077,1.22564474065488
"1963","W06000002",1.45218524008445,1.20284358087126,1.28399311531842,1.10480329157228,1.0763041556145,1.25079749258205
"1969","W06000003",0.985208663497094,0.739812064852232,1.17091431878863,1.18273749477155,1.03123801657768,1.19439701705089
"1975","W06000004",1.01218365427859,0.838566694283347,1.17145986289701,0.93086089993836,1.20552589356128,1.24131259888349
"1981","W06000005",1.34166826487491,1.27314814814815,1.16527804689014,1.36602221141375,1.32185060829373,1.17770906663037
"1987","W06000006",1.12443349753695,1.37740368620667,1.30515873015873,1.0111761575306,1.29811359786923,1.35122623855018
"1993","W06000008",0.952086335000141,1.28659793814433,1.63035856573705,1.25381244522349,1.08018805674695,1.13279726748737
"1999","W06000009",1.07162228173901,0.903252232325715,1.03311688311688,1.2272261249288,1.32196967457807,1.0775894897182
"2005","W06000010",1.01802011975709,1.03923076923077,1.0237955346651,1.28564029923421,1.28861692015209,1.11960969676136
"2011","W06000011",1.06714527027027,1.10368843465467,1.03498220772481,1.19765863590092,1.05023632993513,1.46417408229075
"2017","W06000012",0.957965090587715,1.22895887738728,1.03563103563104,1.04662236987818,1.08800074313184,1.1469836836189
"2023","W06000013",1.06418808411215,0.972892676685533,1.26183487619478,1.03657034580767,1.02384655261794,1.34485914485914
"2029","W06000014",1.31023117076808,0.993472584856397,1.11396051429776,1.12317582344754,0.879483019630855,1.21683407738095
"2035","W06000015",1.12583513207935,1.10694444444444,1.23300364544755,1.15957590491626,0.98069714176296,1.21096707941845
"2041","W06000016",0.992653725725661,1.07521623094443,0.974117647058824,0.938147343802205,1.35025465395899,0.979489544627862
"2047","W06000018",1.13434415946979,1.14340807174888,1.20392156862745,0.971940744429229,0.944752941176471,1.24781517694904
"2053","W06000019",1.27995324371712,1.15522123893805,1.26644736842105,1.0969539633091,1.1748278684578,0.956428680629873
"2059","W06000020",1.09649935649936,1.01785714285714,0.899390243902439,0.993913628324463,1.06703474764448,1.2811544991511
"2065","W06000021",1.00864263941187,1.42138074347726,0.935630187222544,0.993773349937734,0.889449512197331,0.958617424242424
"2071","W06000022",0.782723325062035,1.12987012987013,0.884277013309271,0.909863104073891,1.06599176045016,1.1425983436853
"2077","W06000023",0.943989320211267,1.19288186014967,0.886873691350379,1.11682031603413,1.18730142846421,1.11107918263091
"2083","W06000024",0.870928717662386,1.55705652328475,0.997001499250375,1.05727452271231,0.879727891156463,0.869867242976227
