"","lad2014_code","dorling_03","dorling_04","dorling_05","dorling_06","dorling_07","dorling_08","dorling_09","dorling_10","dorling_11","dorling_12","dorling_13","dorling_14","dorling_15"
"32","E06000032",4,0,1,3,3,4,1,0,0,5,4,0,5
"33","E06000033",3,2,0,1,1,2,2,2,1,1,3,1,5
"34","E06000034",4,2,3,1,1,4,1,2,1,2,0,1,5
"35","E06000035",1,3,1,1,1,3,2,1,1,5,0,1,5
"36","E06000036",4,1,3,1,0,4,4,0,5,5,1,0,5
"37","E06000037",1,1,0,2,1,1,4,2,1,3,3,1,4
"38","E06000038",0,2,4,1,1,5,1,1,3,3,5,0,3
"39","E06000039",2,2,4,0,2,4,1,3,2,3,5,1,3
"40","E06000040",0,4,0,2,1,1,4,0,1,4,2,0,4
"41","E06000041",2,2,0,3,1,2,2,1,0,4,5,0,3
"42","E06000042",2,1,1,0,0,4,2,0,2,2,1,1,5
"43","E06000043",2,1,0,1,1,2,1,0,2,3,2,0,5
"44","E06000044",4,2,1,0,2,1,4,1,4,0,4,1,2
"45","E06000045",1,4,0,2,0,3,0,0,2,5,1,0,4
"46","E06000046",1,0,1,1,0,4,2,3,2,1,5,0,5
"47","E06000047",1,3,1,0,1,2,1,0,1,1,3,0,2
"48","E06000049",1,4,0,1,0,2,2,3,0,1,4,0,4
"49","E06000050",1,2,1,2,0,2,1,1,0,2,1,0,3
"50","E06000051",2,1,1,0,2,3,1,0,0,2,4,0,4
"51","E06000052",1,1,1,0,1,0,3,0,0,1,3,0,3
"52","E06000053",4,4,0,2,2,1,4,2,5,2,5,0,5
"53","E06000054",0,1,0,1,0,2,1,1,1,1,3,0,4
"54","E06000055",0,4,3,0,4,2,5,2,0,4,0,1,5
"55","E06000056",2,2,2,0,0,2,1,0,1,2,3,1,3
"56","E06000057",4,1,1,0,3,2,0,1,2,1,4,0,5
"57","E07000004",1,1,1,3,0,2,4,1,1,4,4,3,4
"58","E07000005",4,1,1,5,1,4,2,2,4,2,1,5,1
"59","E07000006",4,1,5,1,1,2,5,4,1,5,4,2,5
"60","E07000007",1,5,1,1,1,4,4,1,1,0,3,1,5
"61","E07000008",4,3,1,4,2,4,3,0,5,5,3,0,5
"62","E07000009",4,5,0,1,4,5,1,1,4,4,0,4,5
"63","E07000010",4,4,4,5,1,2,4,1,1,4,1,0,4
"64","E07000011",4,2,1,4,0,1,2,1,1,2,5,0,3
"65","E07000012",2,2,1,5,1,2,5,1,1,2,3,3,3
"66","E07000026",2,0,5,1,4,0,4,2,2,1,5,1,4
"67","E07000027",1,2,5,1,5,2,3,0,4,2,4,4,4
"68","E07000028",1,0,3,1,1,3,2,1,1,1,5,0,5
"69","E07000029",4,5,2,2,4,1,4,2,2,1,5,2,4
"70","E07000030",5,3,1,2,2,2,0,5,2,2,5,1,5
"71","E07000031",1,2,1,1,4,3,1,1,2,4,2,1,2
"72","E07000032",4,1,0,4,4,4,3,0,1,1,4,1,2
"73","E07000033",2,4,1,5,2,5,0,4,2,3,1,4,3
"74","E07000034",4,2,2,3,1,2,2,2,2,0,5,0,4
"75","E07000035",1,2,0,2,4,0,2,2,4,1,0,5,2
"76","E07000036",1,3,0,1,1,4,1,1,2,2,4,1,4
"77","E07000037",3,2,4,3,0,1,4,2,4,4,1,0,5
"78","E07000038",3,1,2,2,2,2,1,0,5,0,4,1,5
"79","E07000039",3,2,2,2,0,4,5,0,4,1,5,4,5
"80","E07000040",0,0,2,1,0,3,1,2,0,5,1,1,3
"81","E07000041",4,5,4,0,2,2,4,1,4,1,4,1,5
"82","E07000042",4,2,3,4,2,2,4,1,4,1,0,2,4
"83","E07000043",4,2,2,1,3,2,1,2,1,2,3,1,2
"84","E07000044",1,1,5,0,1,4,4,1,2,1,1,2,4
"85","E07000045",2,1,3,0,4,3,3,3,0,3,2,1,3
"86","E07000046",1,2,4,1,4,5,1,3,5,0,4,2,4
"87","E07000047",2,4,0,5,1,4,3,1,2,5,4,1,1
"88","E07000048",1,3,0,2,3,5,1,1,4,1,2,3,4
"89","E07000049",3,4,2,2,1,1,5,0,2,4,1,1,5
"90","E07000050",3,3,3,5,1,3,4,1,0,5,2,2,5
"91","E07000051",5,4,2,2,5,1,5,2,1,1,4,2,5
"92","E07000052",2,0,1,4,2,1,4,2,2,1,2,0,2
"93","E07000053",4,4,1,2,4,4,4,1,2,1,4,0,4
"94","E07000061",2,0,3,1,0,2,4,1,1,2,2,1,5
"95","E07000062",4,4,0,1,1,3,2,2,3,5,0,2,5
"96","E07000063",4,0,0,1,2,4,1,4,2,0,5,2,3
"97","E07000064",2,2,0,1,2,4,3,1,1,2,3,0,5
"98","E07000065",2,5,0,1,0,4,3,1,2,4,1,0,5
"99","E07000066",4,2,2,2,3,1,3,4,2,2,3,1,5
"100","E07000067",4,1,4,1,0,5,3,0,0,4,3,1,5
"101","E07000068",1,4,0,2,1,4,0,4,5,4,1,1,5
"102","E07000069",4,1,1,4,5,3,0,2,5,4,2,1,5
"103","E07000070",4,5,1,0,1,2,4,1,3,4,3,1,5
"104","E07000071",0,0,0,2,1,1,5,2,2,1,4,2,3
"105","E07000072",5,1,3,1,0,3,1,0,2,3,1,1,5
"106","E07000073",5,1,4,3,2,2,1,4,0,5,2,2,2
"107","E07000074",4,1,4,2,5,5,0,4,4,4,1,4,5
"108","E07000075",5,0,4,1,4,4,4,3,0,1,5,1,5
"109","E07000076",1,0,3,2,1,1,4,0,4,1,4,0,4
"110","E07000077",1,2,1,5,5,4,4,0,4,4,2,1,2
"111","E07000078",4,0,0,0,1,2,3,1,2,2,2,2,2
"112","E07000079",1,4,3,0,4,1,2,1,2,5,4,1,4
"113","E07000080",3,4,2,1,5,3,1,1,2,3,4,1,5
"114","E07000081",2,4,1,1,2,1,2,2,1,3,5,0,2
"115","E07000082",2,2,2,1,2,1,3,0,4,4,4,1,1
"116","E07000083",4,1,5,2,2,4,5,2,1,0,4,1,5
"117","E07000084",3,1,4,2,0,4,0,1,0,4,2,0,5
"118","E07000085",0,2,0,1,3,1,1,0,3,3,4,1,4
"119","E07000086",1,4,4,0,3,3,0,1,3,2,5,0,4
"120","E07000087",2,4,4,1,4,1,2,3,4,4,2,2,3
"121","E07000088",2,3,4,2,5,1,5,1,1,1,2,1,5
"122","E07000089",2,3,4,1,0,5,4,1,4,4,5,1,4
"123","E07000090",3,4,1,2,2,4,5,1,2,0,3,0,5
"124","E07000091",3,1,2,1,0,4,1,0,1,2,1,0,4
"125","E07000092",2,5,1,5,1,4,2,2,2,4,2,3,2
"126","E07000093",3,2,2,2,4,1,4,0,0,2,1,3,1
"127","E07000094",4,1,1,1,4,4,1,2,2,0,4,1,5
"128","E07000095",1,2,2,4,1,3,2,4,1,3,1,0,4
"129","E07000096",2,4,2,0,0,5,3,1,3,4,3,1,4
"130","E07000098",5,1,2,1,1,4,4,1,0,4,4,2,5
"131","E07000099",4,2,1,3,4,2,1,2,1,4,0,0,5
"132","E07000102",0,2,2,5,1,3,1,0,4,4,2,1,5
"133","E07000103",4,1,1,0,5,1,3,2,4,1,3,0,5
"134","E07000105",5,1,4,0,1,2,1,3,2,1,5,1,5
"135","E07000106",1,2,2,0,1,3,1,0,2,4,1,0,5
"136","E07000107",5,1,4,1,2,2,4,1,2,4,3,0,5
"137","E07000108",2,0,2,4,1,2,4,2,2,2,0,4,5
"138","E07000109",5,0,4,1,4,1,3,1,0,1,4,5,2
"139","E07000110",4,4,4,3,0,1,4,1,2,2,1,1,3
"140","E07000111",5,2,3,4,1,5,2,1,2,2,4,1,2
"141","E07000112",4,0,1,2,2,2,1,3,0,4,3,1,5
"142","E07000113",2,4,2,1,3,0,3,0,3,2,4,4,5
"143","E07000114",1,2,4,0,1,3,3,0,2,1,1,1,4
"144","E07000115",2,2,4,0,3,4,3,1,3,1,1,1,4
"145","E07000116",2,1,1,1,1,4,2,0,2,1,5,1,5
"146","E07000117",3,4,0,2,5,4,3,0,5,4,3,0,2
"147","E07000118",4,2,0,3,1,4,2,1,1,3,2,0,2
"148","E07000119",1,2,2,2,1,1,5,2,1,2,5,0,4
"149","E07000120",3,4,4,5,0,5,1,1,4,4,5,1,5
"150","E07000121",4,3,2,2,2,0,2,2,4,0,4,1,4
"151","E07000122",3,2,1,1,1,0,4,1,1,5,4,1,4
"152","E07000123",1,1,4,1,1,2,5,0,2,2,5,2,5
"153","E07000124",1,5,2,4,1,1,3,3,2,3,1,4,3
"154","E07000125",2,2,5,2,1,5,4,0,4,0,4,0,5
"155","E07000126",1,4,1,3,2,3,1,4,2,4,1,1,4
"156","E07000127",1,2,3,0,2,4,1,1,1,1,5,0,2
"157","E07000128",3,4,1,0,0,4,4,0,1,5,0,1,3
"158","E07000129",2,4,2,0,3,4,1,4,4,0,5,1,3
"159","E07000130",3,1,1,1,0,2,0,0,2,3,4,0,1
"160","E07000131",1,2,1,2,0,3,1,0,4,2,2,2,4
"161","E07000132",4,4,4,1,1,2,2,5,1,4,5,0,4
"162","E07000133",4,5,1,5,0,4,1,1,4,4,4,1,5
"163","E07000134",4,2,2,4,2,0,3,2,1,3,2,1,5
"164","E07000135",4,5,1,2,1,2,1,4,3,1,2,2,2
"165","E07000136",0,1,4,1,5,1,4,1,0,4,3,1,5
"166","E07000137",2,0,1,2,0,2,4,0,2,3,2,1,3
"167","E07000138",3,4,0,4,1,2,3,1,4,1,4,2,4
"168","E07000139",3,2,1,1,5,1,5,0,5,0,4,0,5
"169","E07000140",0,1,3,1,5,1,3,0,2,4,2,3,4
"170","E07000141",4,3,1,1,4,2,1,2,3,3,0,1,3
"171","E07000142",4,1,4,0,4,1,1,2,4,1,1,4,4
"172","E07000143",0,0,4,4,2,1,0,2,2,2,2,1,5
"173","E07000144",1,3,3,0,1,2,4,1,1,4,3,1,5
"174","E07000145",3,5,4,2,1,5,1,1,1,1,2,2,4
"175","E07000146",5,2,1,1,1,1,0,0,2,1,5,1,3
"176","E07000147",0,2,1,2,1,1,5,0,1,2,3,0,4
"177","E07000148",0,1,4,2,4,1,3,2,1,1,2,0,4
"178","E07000149",1,4,1,4,0,3,1,1,2,2,1,0,5
"179","E07000150",1,2,3,4,2,4,1,4,1,1,4,4,2
"180","E07000151",4,2,1,2,3,1,3,2,4,3,2,1,4
"181","E07000152",5,5,1,1,3,4,3,4,4,0,1,2,5
"182","E07000153",4,5,1,2,0,5,4,4,4,0,5,0,5
"183","E07000154",1,4,1,0,4,1,2,1,5,2,1,0,3
"184","E07000155",1,2,1,3,2,2,2,2,2,2,5,1,5
"185","E07000156",5,1,1,4,1,4,4,2,4,4,2,4,1
"186","E07000163",2,5,0,5,1,4,2,2,2,2,5,2,4
"187","E07000164",1,5,1,3,2,0,2,1,4,4,5,1,5
"188","E07000165",2,2,1,1,1,4,2,1,1,0,5,1,2
"189","E07000166",4,2,1,0,4,5,2,1,5,2,3,0,4
"190","E07000167",0,4,2,4,2,4,0,1,1,1,4,0,3
"191","E07000168",3,5,0,4,1,2,4,2,0,3,3,1,4
"192","E07000169",4,1,4,1,4,0,2,1,5,2,2,0,3
"193","E07000170",3,3,3,2,2,1,2,2,0,5,0,1,5
"194","E07000171",0,2,4,4,1,4,1,1,4,2,4,0,4
"195","E07000172",5,0,3,1,1,2,5,1,3,1,3,1,5
"196","E07000173",2,5,4,4,4,0,4,1,2,4,3,1,4
"197","E07000174",1,3,1,2,1,2,1,4,2,3,2,0,5
"198","E07000175",4,0,2,5,2,3,1,2,4,1,2,2,5
"199","E07000176",2,3,1,1,3,4,2,1,4,2,2,1,4
"200","E07000177",3,4,2,0,5,2,5,2,0,1,5,1,1
"201","E07000178",2,4,1,1,4,2,1,4,1,4,4,2,3
"202","E07000179",1,3,2,1,1,2,0,2,4,2,4,1,5
"203","E07000180",4,4,2,5,0,2,1,3,4,1,3,0,1
"204","E07000181",5,1,2,4,0,3,4,0,5,1,4,4,1
"205","E07000187",5,1,2,1,1,1,4,0,4,2,5,0,4
"206","E07000188",2,4,0,0,1,2,5,1,2,1,5,0,5
"207","E07000189",1,2,3,0,1,1,4,1,1,2,4,0,2
"208","E07000190",3,1,4,2,1,2,3,0,3,2,1,0,5
"209","E07000191",5,4,1,2,5,1,5,1,5,2,5,0,4
"210","E07000192",5,2,4,2,4,2,1,2,4,1,4,0,5
"211","E07000193",0,4,1,1,1,1,5,0,2,0,5,0,3
"212","E07000194",1,1,0,3,1,3,1,4,1,1,4,4,3
"213","E07000195",2,1,5,1,5,3,2,0,2,3,2,0,5
"214","E07000196",4,4,4,1,1,2,2,2,3,1,5,0,5
"215","E07000197",1,3,2,3,1,5,1,4,0,3,4,2,4
"216","E07000198",2,4,1,0,1,5,1,1,1,4,4,1,5
"217","E07000199",4,4,4,4,2,1,5,0,5,1,5,0,3
"218","E07000200",0,4,2,4,3,3,2,4,2,2,4,0,3
"219","E07000201",5,2,2,0,4,3,2,5,1,1,5,1,5
"220","E07000202",3,1,1,4,4,4,1,1,2,2,2,0,4
"221","E07000203",5,1,4,4,4,4,1,1,3,1,2,2,4
"222","E07000204",3,2,1,2,0,2,4,1,1,4,4,1,5
"223","E07000205",2,4,2,1,1,1,1,3,3,0,2,0,5
"224","E07000206",1,2,1,1,2,1,0,2,4,2,0,1,5
"225","E07000207",2,3,1,0,3,1,4,2,1,4,4,0,5
"226","E07000208",4,4,2,5,0,4,4,2,3,5,1,2,4
"227","E07000209",2,1,4,1,0,5,0,1,1,2,1,2,1
"228","E07000210",1,1,4,0,2,1,4,1,1,2,4,2,1
"229","E07000211",1,4,3,0,0,2,4,4,0,2,3,2,5
"230","E07000212",1,4,1,4,1,5,2,2,4,4,2,1,3
"231","E07000213",5,1,0,3,1,4,1,4,3,1,3,0,5
"232","E07000214",1,5,1,1,0,5,0,3,5,4,4,2,3
"233","E07000215",2,2,2,1,1,4,4,4,3,5,4,1,4
"234","E07000216",0,3,1,2,1,2,4,1,4,1,5,1,5
"235","E07000217",0,4,0,1,3,2,1,1,4,4,1,2,4
"236","E07000218",4,4,1,0,4,4,1,5,4,4,0,0,5
"237","E07000219",4,5,2,1,0,2,3,1,4,1,5,1,5
"238","E07000220",0,1,1,0,0,3,4,2,1,4,5,1,5
"239","E07000221",4,1,4,0,4,0,3,0,3,0,4,0,5
"240","E07000222",4,4,1,1,2,3,4,1,1,2,4,1,3
"241","E07000223",4,4,4,2,2,5,1,1,2,5,0,1,5
"242","E07000224",1,0,2,1,1,0,2,1,1,1,1,1,5
"243","E07000225",0,2,2,0,4,2,1,1,2,1,4,0,4
"244","E07000226",5,5,4,1,4,1,4,2,4,4,4,0,2
"245","E07000227",2,1,3,1,3,1,1,0,1,3,3,0,5
"246","E07000228",1,2,0,0,2,2,4,0,2,4,1,1,5
"247","E07000229",1,4,1,1,2,4,1,1,1,2,3,1,5
"248","E07000234",2,3,2,0,4,4,2,0,4,4,3,1,5
"249","E07000235",1,5,0,2,1,2,2,1,1,2,1,1,5
"250","E07000236",3,4,4,1,0,2,2,2,1,5,1,1,5
"251","E07000237",1,5,0,1,5,4,4,4,2,0,2,1,4
"252","E07000238",2,3,1,4,1,4,3,1,2,4,0,4,3
"253","E07000239",3,1,4,0,4,0,4,4,1,0,5,0,5
"254","E07000240",1,4,1,1,1,4,2,1,1,5,2,1,5
"255","E07000241",1,3,1,4,1,5,4,2,4,1,1,0,5
"256","E07000242",4,1,4,2,1,1,3,0,2,1,3,0,5
"257","E07000243",4,4,0,3,3,4,1,4,4,4,2,4,4
"258","E08000001",1,4,4,0,1,1,2,1,2,1,4,0,5
"259","E08000002",1,2,0,1,5,2,2,1,1,2,4,1,4
"260","E08000003",0,1,0,1,1,3,0,1,1,3,4,2,4
"261","E08000004",3,2,1,0,3,2,2,0,2,2,0,1,5
"262","E08000005",3,1,2,1,0,3,1,0,0,4,2,0,5
"263","E08000006",1,2,0,4,2,2,3,0,2,0,3,0,4
"264","E08000007",1,1,2,0,1,4,1,1,1,3,4,0,4
"265","E08000008",1,1,1,1,4,1,4,0,3,1,4,1,4
"266","E08000009",2,3,1,2,1,0,2,3,3,1,3,0,5
"267","E08000010",3,2,1,0,3,1,0,1,0,0,5,0,5
"268","E08000011",4,3,1,4,2,2,2,1,3,1,4,1,4
"269","E08000012",1,0,4,0,0,4,0,2,1,1,3,0,4
"270","E08000013",1,2,0,1,4,1,3,1,1,2,2,0,5
"271","E08000014",2,0,1,1,0,3,1,0,2,1,4,0,4
"272","E08000015",1,2,1,1,2,1,0,1,1,0,3,0,3
"273","E08000016",2,4,0,2,4,1,0,2,0,3,1,0,3
"274","E08000017",4,1,2,0,3,1,0,1,1,4,3,0,3
"275","E08000018",1,3,2,0,1,4,1,0,1,3,2,0,5
"276","E08000019",3,1,2,0,2,1,0,0,0,0,2,0,4
"277","E08000021",2,2,1,1,2,3,1,1,3,1,3,2,5
"278","E08000022",0,3,2,2,2,2,2,0,2,2,4,0,5
"279","E08000023",2,4,2,2,0,3,1,0,5,1,3,1,4
"280","E08000024",3,1,2,1,4,1,1,1,0,2,3,1,3
"281","E08000025",2,1,1,0,1,0,0,0,0,0,1,0,4
"282","E08000026",4,1,1,2,0,0,1,1,2,1,3,0,5
"283","E08000027",2,1,1,0,2,1,1,0,1,0,4,0,5
"284","E08000028",3,1,1,2,2,0,2,2,1,2,3,0,5
"285","E08000029",4,2,0,1,0,1,4,2,1,1,4,0,1
"286","E08000030",3,0,1,2,1,1,4,0,0,0,3,0,5
"287","E08000031",4,1,2,0,1,1,2,0,4,1,3,0,5
"288","E08000032",2,1,1,0,1,3,1,1,1,1,2,0,5
"289","E08000033",1,0,3,0,4,0,2,0,2,1,2,0,5
"290","E08000034",1,1,0,1,0,0,2,0,1,4,0,0,2
"291","E08000035",1,0,0,0,2,2,0,0,3,1,3,0,3
"292","E08000036",1,2,2,1,2,1,0,0,2,1,2,0,5
"293","E08000037",3,5,1,0,2,5,1,1,3,2,5,1,2
"294","E09000001",5,4,4,5,5,4,5,5,0,5,0,4,4
"295","E09000002",4,5,1,0,1,1,5,1,0,5,2,0,5
"296","E09000003",0,0,0,0,3,3,2,0,1,1,2,1,4
"297","E09000004",4,1,2,0,0,3,3,0,1,4,2,0,5
"298","E09000005",2,1,4,2,1,1,2,1,2,2,4,0,5
"299","E09000006",2,3,1,0,2,4,0,1,1,1,0,0,4
"300","E09000007",2,3,1,0,4,4,1,2,0,1,4,0,2
"301","E09000008",2,0,1,1,1,4,2,1,2,1,1,0,5
"302","E09000009",1,2,1,2,1,2,5,1,1,2,1,1,5
"303","E09000010",3,1,0,2,1,1,4,1,0,3,1,2,5
"304","E09000011",3,4,2,1,2,2,2,3,1,2,2,1,4
"305","E09000012",3,2,1,4,0,1,5,2,4,2,2,1,5
"306","E09000013",3,1,2,2,4,3,1,4,4,3,1,3,4
"307","E09000014",4,1,0,2,1,2,0,4,0,4,1,3,5
"308","E09000015",2,0,2,0,2,1,0,4,1,3,1,1,5
"309","E09000016",2,0,0,2,0,2,3,1,1,5,4,0,5
"310","E09000017",1,3,1,1,2,5,1,0,4,2,1,0,5
"311","E09000018",4,4,0,3,1,4,0,3,2,1,0,0,5
"312","E09000019",3,2,2,1,2,5,1,1,0,5,1,2,4
"313","E09000020",4,0,5,1,2,2,1,4,4,4,4,1,4
"314","E09000021",1,4,0,0,3,1,1,0,1,4,4,1,5
"315","E09000022",5,1,2,1,1,5,4,1,2,2,2,1,5
"316","E09000023",4,4,1,1,4,4,1,1,2,0,4,0,3
"317","E09000024",3,4,0,2,4,2,4,1,1,5,1,2,4
"318","E09000025",2,2,5,1,1,4,2,0,0,3,4,0,5
"319","E09000026",1,4,2,0,0,1,4,0,1,3,3,0,4
"320","E09000027",3,0,0,0,1,1,1,3,2,2,4,0,4
"321","E09000028",2,4,2,0,1,4,4,3,2,1,4,0,4
"322","E09000029",4,4,0,2,0,4,1,1,1,3,1,2,2
"323","E09000030",4,1,2,3,1,0,4,3,4,3,2,0,5
"324","E09000031",5,1,4,0,4,1,1,0,1,5,0,1,5
"325","E09000032",2,2,1,1,3,3,1,3,0,0,2,1,4
"326","E09000033",2,3,0,3,2,4,1,5,1,3,3,0,5
"327","W06000001",2,1,4,1,2,2,2,5,1,2,4,2,4
"328","W06000002",4,3,1,0,0,5,0,2,0,1,5,0,5
"329","W06000003",3,0,4,0,1,0,4,0,0,3,2,2,5
"330","W06000004",3,4,2,1,2,1,2,1,4,0,1,4,5
"331","W06000005",2,5,3,0,0,4,1,2,0,4,3,0,5
"332","W06000006",1,2,4,2,2,1,3,3,1,2,4,1,5
"333","W06000008",1,4,4,0,3,4,2,2,4,0,5,0,5
"334","W06000009",4,1,1,0,1,1,2,2,2,4,1,1,4
"335","W06000010",3,1,1,0,1,1,1,1,1,1,1,0,4
"336","W06000011",2,2,0,0,1,0,1,0,0,1,3,0,4
"337","W06000012",4,2,2,0,3,0,2,2,3,1,2,1,3
"338","W06000013",4,1,3,2,1,4,2,2,3,4,1,1,4
"339","W06000014",4,2,1,4,1,2,1,1,2,1,5,2,4
"340","W06000015",3,0,4,0,0,3,1,0,2,1,3,0,5
"341","W06000016",4,1,2,2,3,2,1,0,2,1,4,0,2
"342","W06000018",3,0,1,0,1,5,1,0,4,1,4,0,4
"343","W06000019",1,5,0,0,3,5,1,1,4,1,5,0,5
"344","W06000020",4,1,1,3,1,3,4,1,4,2,3,0,3
"345","W06000021",0,4,2,4,4,1,4,4,1,1,5,2,1
"346","W06000022",4,0,5,1,2,1,1,2,4,2,3,2,3
"347","W06000023",1,4,1,2,2,3,1,1,2,1,3,0,4
"348","W06000024",4,1,5,1,2,4,0,4,5,1,4,4,1
